Scenario	Replication	[WalkinOrderQ].AverageQueueTime/1[min]		[WalkinOrderQ].QueueLengthAverage		[WalkinOrderplace].Utilisation		[WalkinOrderplace].NumberProcessed		[WalkinpickupQ].AverageQueueTime/1[min]		[WalkinpickupQ].QueueLengthAverage		[WalkinPickup].Utilisation		[WalkinPickup].NumberProcessed		[WalkinStats].SampleAverage/1[min]		[DrivethruOrderQ].AverageQueueTime/1[min]		[DrivethruOrderQ].QueueLengthAverage		[DrivethruOrderplace2].Utilisation		[DrivethruOrderplace2].NumberProcessed		[DrivethruPickupQ].AverageQueueTime/1[min]		[DrivethruPickupQ].QueueLengthAverage		[DrivethruPickup].Utilisation		[DrivethruPickup].NumberProcessed		[DrivethruStats].SampleAverage/1[min]		[WalkinCustExitStats].NumberProcessed		[DrivethruCustExitStats].NumberProcessed	
1	1	0.04311495476190457		0.010060156111111067		0.10804779055555555		27.0		4.267465495061728		0.9601797363888888		0.9222958041666666		27.0		11.791023579012345		0.28836534714285766		0.08410655958333349		0.30922838055555557		35.0		3.5203694976190474		1.0267744368055556		0.8704534212499999		33.0		10.63763127878788		0.0		0.0	
1	2	0.23377703537415007		0.09545895611111127		0.2535396108333333		49.0		15.429355414625856		6.300320127638892		0.946584004861111		34.0		20.022149527450985		1.3073291154761917		0.30504346027777807		0.4967325170833333		27.0		1.422823417901234		0.3201352690277776		0.7055010233333333		24.0		9.998293652777779		0.0		0.0	
1	3	0.07708694916666663		0.02569564972222221		0.1713211115277778		39.0		12.077445691025645		3.9251698495833343		0.9889485452777778		32.0		19.730359109375		1.145598370370371		0.3436795111111112		0.45241039819444445		36.0		2.7690950444444438		0.8307285133333332		0.9205720552777777		31.0		11.896634688172044		0.0		0.0	
1	4	0.1948526182291666		0.05196069819444443		0.1456511498611111		32.0		2.2362761645833324		0.5963403105555554		0.9705610609722222		30.0		8.876148932777777		0.22221790555555584		0.06110992402777785		0.32471943819444443		33.0		3.609125907575757		0.992509624583333		0.8905371769444445		30.0		10.957214661666663		0.0		0.0	
1	5	0.1358661144736835		0.04302426958333311		0.20742222874999997		38.0		9.413897604824562		2.9810675748611115		0.8949866808333332		31.0		16.10118608064516		0.33033060064102504		0.07157163013888876		0.39449512638888884		25.0		0.23239312933333348		0.04841523527777781		0.734774215		23.0		7.518427259420289		0.0		0.0	
1	6	0.015474339080459889		0.0037396319444444734		0.15049858749999998		28.0		1.0229045958333327		0.23867773902777764		0.8944786401388889		27.0		7.737638351234566		0.7029021534482767		0.16986802041666685		0.4650187334722222		29.0		1.3064816689655177		0.3157330700000001		0.791320565		28.0		9.26571179642857		0.0		0.0	
1	7	0.12480170697674435		0.04472061166666672		0.23138459541666667		43.0		7.227259581395348		2.5897680166666666		0.9848394547222221		36.0		13.278154398611111		0.44958532020201963		0.1236359630555554		0.42323988583333333		33.0		1.9887908742424243		0.5469174904166666		0.9297800134722222		33.0		9.552334624242423		0.0		0.0	
1	8	0.04256628829787205		0.016671796249999885		0.2186346123611111		47.0		22.717092018439722		8.897527707222224		0.9987141598611111		30.0		28.999465255555553		0.575817214414415		0.1775436411111113		0.3640507336111111		37.0		2.300303961711712		0.7092603881944446		0.9007951294444445		33.0		9.699655479797977		0.0		0.0	
1	9	0.055362149259259426		0.020760805972222286		0.19759088416666667		45.0		12.459835218148154		4.672438206805558		0.9986534816666666		33.0		20.306123048989903		2.4901147797101446		0.4772719994444443		0.33528698888888886		23.0		2.3824027442028988		0.45662719263888896		0.6428707765277778		23.0		11.934880442028982		0.0		0.0	
1	10	0.04943313048780462		0.01688965291666658		0.15609562208333333		41.0		6.71969428699187		2.2958955480555554		0.9296150973611111		33.0		13.112776541919194		2.7050589225		0.9016863075000001		0.6165783347222222		40.0		4.244460687916668		1.4148202293055558		0.9744003593055555		37.0		14.745849228378376		0.0		0.0	
1		0.09723352861077117	0.05195052583127907	0.03289822284722221	0.019385419047856553	0.18401861930555552	0.03226824797443943	38.9	5.514519094173126	9.357122607092954	4.708448365370224	3.345738481680556	1.942312530293007	0.9529676929861111	0.029308703611174172	31.3	2.0800016249993654	15.995502482557159	4.587071982263571	1.0217319729460859	0.6472805970651819	0.27155170166666676	0.1856408921499289	0.41817605369444444	0.06739390202313646	31.8	3.9869421064269295	2.3776246933913034	0.8688681622644652	0.6661921449583333	0.29282422015676607	0.8361004735555555	0.07909212879746431	29.499999999999996	3.4757682603994193	10.620663311170098	1.396888957070963	0.0	0.0	0.0	0.0
